labels,source,path
male_happy,SAVEE,./datasets/SAVEE/DC/h09.wav
male_happy,SAVEE,./datasets/SAVEE/DC/h10.wav
male_happy,SAVEE,./datasets/SAVEE/DC/h11.wav
male_happy,SAVEE,./datasets/SAVEE/DC/h12.wav
male_happy,SAVEE,./datasets/SAVEE/DC/h13.wav
male_happy,SAVEE,./datasets/SAVEE/DC/h14.wav
male_happy,SAVEE,./datasets/SAVEE/DC/h15.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n01.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n02.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n03.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n04.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n05.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n06.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n07.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n08.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n09.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n10.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n11.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n12.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n13.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n14.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n15.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n16.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n17.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n18.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n19.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n20.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n21.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n22.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n23.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n24.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n25.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n26.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n27.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n28.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n29.wav
male_neutral,SAVEE,./datasets/SAVEE/DC/n30.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa01.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa02.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa03.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa04.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa05.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa06.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa07.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa08.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa09.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa10.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa11.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa12.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa13.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa14.wav
male_sad,SAVEE,./datasets/SAVEE/DC/sa15.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su01.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su02.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su03.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su04.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su05.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su06.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su07.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su08.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su09.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su10.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su11.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su12.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su13.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su14.wav
male_surprise,SAVEE,./datasets/SAVEE/DC/su15.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a01.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a02.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a03.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a04.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a05.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a06.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a07.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a08.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a09.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a10.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a11.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a12.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a13.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a14.wav
male_angry,SAVEE,./datasets/SAVEE/JE/a15.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d01.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d02.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d03.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d04.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d05.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d06.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d07.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d08.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d09.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d10.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d11.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d12.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d13.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d14.wav
male_disgust,SAVEE,./datasets/SAVEE/JE/d15.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f01.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f02.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f03.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f04.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f05.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f06.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f07.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f08.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f09.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f10.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f11.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f12.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f13.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f14.wav
male_fear,SAVEE,./datasets/SAVEE/JE/f15.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h01.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h02.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h03.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h04.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h05.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h06.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h07.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h08.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h09.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h10.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h11.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h12.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h13.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h14.wav
male_happy,SAVEE,./datasets/SAVEE/JE/h15.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n01.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n02.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n03.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n04.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n05.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n06.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n07.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n08.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n09.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n10.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n11.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n12.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n13.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n14.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n15.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n16.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n17.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n18.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n19.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n20.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n21.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n22.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n23.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n24.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n25.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n26.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n27.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n28.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n29.wav
male_neutral,SAVEE,./datasets/SAVEE/JE/n30.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa01.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa02.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa03.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa04.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa05.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa06.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa07.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa08.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa09.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa10.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa11.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa12.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa13.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa14.wav
male_sad,SAVEE,./datasets/SAVEE/JE/sa15.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su01.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su02.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su03.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su04.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su05.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su06.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su07.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su08.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su09.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su10.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su11.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su12.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su13.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su14.wav
male_surprise,SAVEE,./datasets/SAVEE/JE/su15.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a01.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a02.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a03.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a04.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a05.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a06.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a07.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a08.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a09.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a10.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a11.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a12.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a13.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a14.wav
male_angry,SAVEE,./datasets/SAVEE/JK/a15.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d01.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d02.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d03.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d04.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d05.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d06.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d07.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d08.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d09.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d10.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d11.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d12.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d13.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d14.wav
male_disgust,SAVEE,./datasets/SAVEE/JK/d15.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f01.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f02.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f03.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f04.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f05.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f06.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f07.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f08.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f09.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f10.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f11.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f12.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f13.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f14.wav
male_fear,SAVEE,./datasets/SAVEE/JK/f15.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h01.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h02.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h03.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h04.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h05.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h06.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h07.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h08.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h09.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h10.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h11.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h12.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h13.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h14.wav
male_happy,SAVEE,./datasets/SAVEE/JK/h15.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n01.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n02.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n03.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n04.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n05.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n06.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n07.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n08.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n09.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n10.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n11.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n12.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n13.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n14.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n15.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n16.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n17.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n18.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n19.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n20.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n21.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n22.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n23.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n24.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n25.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n26.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n27.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n28.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n29.wav
male_neutral,SAVEE,./datasets/SAVEE/JK/n30.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa01.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa02.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa03.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa04.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa05.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa06.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa07.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa08.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa09.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa10.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa11.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa12.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa13.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa14.wav
male_sad,SAVEE,./datasets/SAVEE/JK/sa15.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su01.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su02.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su03.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su04.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su05.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su06.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su07.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su08.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su09.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su10.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su11.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su12.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su13.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su14.wav
male_surprise,SAVEE,./datasets/SAVEE/JK/su15.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a01.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a02.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a03.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a04.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a05.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a06.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a07.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a08.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a09.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a10.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a11.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a12.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a13.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a14.wav
male_angry,SAVEE,./datasets/SAVEE/KL/a15.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d01.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d02.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d03.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d04.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d05.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d06.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d07.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d08.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d09.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d10.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d11.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d12.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d13.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d14.wav
male_disgust,SAVEE,./datasets/SAVEE/KL/d15.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f01.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f02.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f03.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f04.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f05.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f06.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f07.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f08.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f09.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f10.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f11.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f12.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f13.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f14.wav
male_fear,SAVEE,./datasets/SAVEE/KL/f15.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h01.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h02.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h03.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h04.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h05.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h06.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h07.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h08.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h09.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h10.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h11.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h12.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h13.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h14.wav
male_happy,SAVEE,./datasets/SAVEE/KL/h15.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n01.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n02.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n03.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n04.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n05.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n06.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n07.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n08.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n09.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n10.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n11.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n12.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n13.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n14.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n15.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n16.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n17.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n18.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n19.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n20.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n21.wav
male_neutral,SAVEE,./datasets/SAVEE/KL/n22.wav
